accident_index,accident_severity,speed_limit,weather_conditions,road_surface_conditions,day_of_week,urban_or_rural_area,light_conditions
2023003361,3,30.0,2.0,1.0,7,2,4
2023003362,3,30.0,1.0,4.0,1,2,7
2023003363,3,30.0,1.0,1.0,5,1,1
2023003364,3,30.0,9.0,3.0,6,1,1
2023003365,3,30.0,3.0,2.0,6,1,1
2023003366,3,40.0,1.0,1.0,6,1,5
2023003367,3,30.0,1.0,1.0,7,1,1
2023003368,3,60.0,1.0,2.0,1,1,1
2023003369,3,60.0,1.0,1.0,6,2,4
2023003370,3,30.0,1.0,1.0,2,2,5
2023003371,3,70.0,1.0,1.0,2,1,1
2023003372,3,30.0,9.0,2.0,6,2,4
2023003373,3,20.0,1.0,2.0,7,1,7
2023003374,3,40.0,2.0,1.0,5,1,6
2023003375,3,30.0,1.0,1.0,1,2,4
2023003376,3,40.0,1.0,4.0,1,1,6
2023003377,3,70.0,1.0,2.0,6,2,6
2023003378,3,70.0,2.0,1.0,4,1,4
2023003379,2,40.0,1.0,2.0,7,2,6
2023003380,3,50.0,1.0,1.0,3,1,5
2023003381,3,30.0,3.0,1.0,7,2,1
2023003382,3,30.0,1.0,1.0,5,1,1
2023003383,2,50.0,5.0,1.0,1,1,1
2023003384,3,30.0,5.0,2.0,3,2,1
2023003385,2,30.0,5.0,1.0,6,2,4
2023003386,3,30.0,1.0,1.0,5,2,1
2023003387,3,40.0,1.0,2.0,1,1,5
2023003388,3,30.0,9.0,2.0,6,1,6
2023003389,2,40.0,1.0,1.0,2,1,1
2023003390,3,30.0,1.0,1.0,1,1,1
2023003391,3,30.0,2.0,2.0,2,2,1
2023003392,3,30.0,1.0,2.0,6,2,1
2023003393,3,30.0,2.0,2.0,2,2,1
2023003394,3,70.0,3.0,1.0,4,1,1
2023003395,3,30.0,2.0,1.0,6,1,4
2023003396,3,30.0,1.0,2.0,6,2,1
2023003397,3,30.0,1.0,2.0,4,2,1
2023003398,3,30.0,1.0,1.0,3,2,1
2023003399,3,20.0,1.0,1.0,5,2,4
2023003400,3,20.0,1.0,2.0,3,2,1
2023003401,2,70.0,1.0,1.0,7,1,1
2023003402,2,40.0,1.0,1.0,4,2,1
2023003403,3,30.0,1.0,1.0,3,1,5
2023003404,3,30.0,3.0,1.0,5,2,7
2023003405,3,30.0,1.0,1.0,5,2,1
2023003406,3,30.0,1.0,1.0,1,1,4
2023003407,3,,1.0,1.0,3,1,1
2023003408,3,70.0,2.0,4.0,4,1,4
2023003409,3,30.0,1.0,3.0,1,1,1
2023003410,2,60.0,1.0,3.0,3,1,1
2023003411,3,30.0,1.0,2.0,6,1,1
2023003412,2,30.0,1.0,2.0,5,1,6
2023003413,2,20.0,5.0,1.0,4,1,1
2023003414,3,30.0,5.0,1.0,6,1,6
2023003415,3,70.0,1.0,1.0,3,1,1
2023003416,3,30.0,2.0,1.0,5,1,1
2023003417,3,30.0,4.0,1.0,5,2,1
2023003418,3,70.0,8.0,5.0,6,2,6
2023003419,3,70.0,1.0,1.0,3,3,1
2023003420,1,50.0,1.0,1.0,3,1,1
2023003421,3,70.0,1.0,2.0,4,2,6
2023003422,3,30.0,1.0,1.0,1,1,1
2023003423,3,60.0,1.0,3.0,5,1,1
2023003424,2,40.0,2.0,1.0,1,1,1
2023003425,3,70.0,3.0,1.0,1,1,4
2023003426,3,50.0,4.0,3.0,5,1,4
2023003427,3,30.0,1.0,1.0,3,2,4
2023003428,3,50.0,1.0,1.0,5,2,6
2023003429,3,30.0,1.0,1.0,6,3,5
2023003430,3,30.0,1.0,2.0,1,2,1
2023003431,3,30.0,5.0,1.0,4,2,1
2023003432,3,70.0,1.0,2.0,5,1,4
2023003433,3,30.0,2.0,4.0,7,2,7
2023003434,3,30.0,1.0,1.0,4,2,1
2023003435,3,30.0,1.0,2.0,3,1,1
2023003436,3,70.0,1.0,2.0,3,2,5
2023003437,3,30.0,1.0,1.0,6,1,1
2023003438,3,50.0,1.0,5.0,4,1,6
2023003439,3,70.0,1.0,2.0,7,2,1
2023003440,3,30.0,1.0,1.0,4,2,1
2023003441,3,30.0,9.0,2.0,5,2,1
2023003442,3,50.0,3.0,1.0,3,2,6
2023003443,3,70.0,9.0,1.0,4,1,1
2023003444,3,50.0,3.0,2.0,2,1,7
2023003445,3,30.0,4.0,1.0,5,1,1
2023003446,3,70.0,1.0,2.0,5,2,1
2023003447,3,30.0,1.0,1.0,2,1,1
2023003448,3,40.0,1.0,1.0,7,2,4
2023003449,3,60.0,3.0,2.0,3,1,1
2023003450,2,30.0,1.0,5.0,4,2,1
2023003451,3,50.0,1.0,2.0,4,1,1
2023003452,3,40.0,5.0,2.0,3,1,7
2023003453,3,70.0,1.0,1.0,7,1,7
2023003454,3,30.0,9.0,2.0,2,1,1
2023003455,3,30.0,,1.0,2,1,4
2023003456,2,60.0,1.0,1.0,7,2,4
2023003457,3,20.0,1.0,1.0,2,1,4
2023003458,3,30.0,3.0,,5,2,1
2023003459,3,70.0,1.0,1.0,7,2,1
2023003460,3,30.0,2.0,1.0,4,2,5
2023003461,3,70.0,3.0,1.0,1,1,1
2023003462,2,30.0,1.0,1.0,5,2,1
2023003463,3,30.0,1.0,2.0,5,1,1
2023003464,3,50.0,1.0,1.0,4,1,6
2023003465,3,40.0,1.0,1.0,3,1,6
2023003466,3,40.0,1.0,1.0,7,1,1
2023003467,3,30.0,2.0,1.0,7,2,5
2023003468,3,60.0,1.0,1.0,6,1,1
2023003469,3,30.0,4.0,1.0,4,1,4
2023003470,2,30.0,1.0,1.0,3,1,1
2023003471,1,30.0,1.0,1.0,4,1,1
2023003472,3,40.0,1.0,2.0,5,1,6
2023003473,3,30.0,4.0,5.0,7,1,1
2023003474,3,30.0,1.0,1.0,6,1,1
2023003475,3,30.0,1.0,1.0,7,2,1
2023003476,3,20.0,4.0,,2,2,6
2023003477,3,30.0,1.0,1.0,5,1,1
2023003478,3,40.0,1.0,1.0,5,2,4
2023003479,3,30.0,1.0,1.0,1,1,1
2023003480,3,70.0,2.0,3.0,5,2,1
2023003481,2,40.0,1.0,2.0,5,1,5
2023003482,3,20.0,1.0,1.0,5,2,6
2023003483,3,40.0,1.0,1.0,6,1,1
2023003484,3,30.0,5.0,1.0,1,1,1
2023003485,3,50.0,1.0,1.0,3,1,5
2023003486,3,70.0,1.0,1.0,6,1,1
2023003487,3,30.0,1.0,2.0,6,2,4
2023003488,2,40.0,1.0,1.0,7,2,1
2023003489,2,30.0,2.0,1.0,7,1,1
2023003490,3,30.0,1.0,1.0,7,1,1
2023003491,2,70.0,2.0,,7,1,1
2023003492,3,30.0,3.0,4.0,7,1,1
2023003493,3,30.0,,1.0,1,1,4
2023003494,3,30.0,1.0,1.0,2,1,1
2023003495,3,50.0,9.0,1.0,3,2,5
2023003496,3,30.0,1.0,1.0,7,1,6
2023003497,3,70.0,2.0,3.0,6,2,6
2023003498,3,30.0,1.0,1.0,6,2,1
2023003499,3,30.0,3.0,1.0,1,1,1
2023003500,3,50.0,1.0,1.0,2,1,1
2023003501,3,30.0,2.0,2.0,7,2,4
2023003502,3,40.0,5.0,1.0,2,1,4
2023003503,3,30.0,2.0,2.0,4,1,1
2023003504,2,30.0,2.0,1.0,7,2,7
2023003505,3,30.0,1.0,3.0,4,1,1
2023003506,3,70.0,1.0,1.0,6,2,1
2023003507,3,40.0,9.0,1.0,6,1,1
2023003508,3,50.0,1.0,2.0,5,2,1
2023003509,3,30.0,1.0,1.0,3,2,1
2023003510,2,40.0,1.0,1.0,1,1,1
2023003511,3,30.0,1.0,1.0,5,2,7
2023003512,2,70.0,1.0,1.0,3,2,7
2023003513,3,50.0,1.0,1.0,6,1,1
2023003514,3,50.0,1.0,1.0,4,2,1
2023003515,3,20.0,1.0,1.0,1,1,1
2023003516,3,30.0,1.0,1.0,2,2,1
2023003517,2,30.0,1.0,2.0,2,1,1
2023003518,3,70.0,1.0,1.0,5,1,1
2023003519,2,30.0,1.0,1.0,5,1,1
2023003520,3,30.0,5.0,2.0,1,1,1
2023003521,3,30.0,1.0,2.0,2,2,6
2023003522,3,30.0,4.0,1.0,7,1,1
2023003523,3,30.0,5.0,1.0,7,1,1
2023003524,2,70.0,1.0,2.0,5,1,4
2023003525,2,40.0,1.0,1.0,2,1,7
2023003526,2,70.0,1.0,1.0,4,1,4
2023003527,3,60.0,1.0,1.0,5,1,1
2023003528,3,30.0,1.0,2.0,6,2,5
2023003529,3,30.0,1.0,1.0,7,1,7
2023003530,3,30.0,1.0,2.0,3,2,6
2023003531,3,70.0,1.0,5.0,5,2,1
2023003532,3,30.0,8.0,1.0,4,1,1
2023003533,3,30.0,1.0,2.0,1,2,5
2023003534,3,30.0,5.0,1.0,7,1,4
2023003535,3,30.0,1.0,1.0,2,1,1
2023003536,2,30.0,1.0,3.0,7,1,1
2023003537,3,30.0,1.0,1.0,6,1,1
2023003538,3,50.0,9.0,1.0,1,1,1
2023003539,3,60.0,1.0,1.0,7,2,1
2023003540,2,30.0,1.0,1.0,5,2,5
2023003541,3,,4.0,1.0,3,2,1
2023003542,3,70.0,1.0,1.0,1,1,1
2023003543,2,30.0,1.0,1.0,7,2,6
2023003544,3,70.0,8.0,1.0,3,2,1
2023003545,3,30.0,4.0,1.0,5,1,1
2023003546,2,40.0,1.0,1.0,7,1,1
2023003547,2,40.0,1.0,1.0,3,1,4
2023003548,3,40.0,8.0,1.0,3,1,7
2023003549,3,70.0,9.0,1.0,4,2,5
2023003550,3,30.0,1.0,2.0,7,2,1
2023003551,3,30.0,,1.0,1,1,1
2023003552,2,30.0,1.0,1.0,5,2,1
2023003553,3,60.0,1.0,2.0,4,2,4
2023003554,3,30.0,1.0,,3,2,1
2023003555,2,60.0,1.0,1.0,4,1,6
2023003556,3,30.0,1.0,1.0,4,1,1
2023003557,3,30.0,1.0,1.0,3,1,1
2023003558,3,50.0,1.0,1.0,5,2,1
2023003559,2,30.0,1.0,5.0,7,2,1
2023003560,3,30.0,1.0,1.0,2,1,4
2023003561,3,30.0,9.0,1.0,4,1,1
2023003562,3,30.0,4.0,2.0,1,2,4
2023003563,2,40.0,1.0,1.0,3,1,1
2023003564,3,40.0,5.0,1.0,2,1,1
2023003565,3,30.0,1.0,1.0,4,1,1
2023003566,3,30.0,1.0,1.0,3,1,6
2023003567,3,30.0,8.0,2.0,3,1,1
2023003568,3,30.0,1.0,1.0,4,1,4
2023003569,3,70.0,1.0,2.0,7,2,1
2023003570,3,70.0,1.0,,6,3,4
2023003571,3,30.0,1.0,2.0,6,1,1
2023003572,3,20.0,1.0,1.0,1,1,1
2023003573,3,70.0,9.0,2.0,3,1,7
2023003574,3,30.0,1.0,1.0,3,1,1
2023003575,3,30.0,5.0,2.0,4,2,1
2023003576,3,50.0,5.0,1.0,2,1,1
2023003577,3,30.0,1.0,2.0,3,1,6
2023003578,3,30.0,1.0,1.0,7,2,1
2023003579,3,70.0,1.0,1.0,3,2,1
2023003580,3,40.0,1.0,1.0,4,1,1
2023003581,3,30.0,1.0,1.0,6,1,1
2023003582,3,30.0,9.0,1.0,3,1,4
2023003583,3,30.0,2.0,2.0,7,1,1
2023003584,3,50.0,1.0,1.0,4,1,1
2023003585,3,30.0,1.0,1.0,1,2,1
2023003586,3,20.0,1.0,1.0,4,1,6
2023003587,3,70.0,1.0,,7,2,1
2023003588,3,30.0,5.0,4.0,6,2,4
2023003589,2,20.0,4.0,1.0,2,1,6
2023003590,3,30.0,1.0,1.0,3,1,1
2023003591,3,30.0,1.0,1.0,1,2,1
2023003592,3,30.0,1.0,1.0,3,1,1
2023003593,3,70.0,1.0,1.0,3,1,5
2023003594,3,70.0,1.0,1.0,7,1,4
2023003595,3,30.0,1.0,1.0,6,2,5
2023003596,3,30.0,1.0,1.0,4,1,1
2023003597,3,40.0,1.0,1.0,3,1,7
2023003598,3,30.0,1.0,1.0,6,2,1
2023003599,3,30.0,1.0,1.0,1,2,5
2023003600,3,70.0,1.0,4.0,7,2,1
2023003601,2,30.0,1.0,4.0,6,2,1
2023003602,3,30.0,1.0,2.0,6,1,1
2023003603,3,30.0,1.0,2.0,6,3,1
2023003604,3,30.0,4.0,1.0,7,1,1
2023003605,3,20.0,1.0,1.0,5,2,1
2023003606,3,30.0,1.0,1.0,6,1,1
2023003607,3,30.0,8.0,1.0,3,2,1
2023003608,3,40.0,1.0,2.0,6,2,1
2023003609,3,30.0,2.0,1.0,4,1,1
2023003610,3,30.0,1.0,1.0,2,2,7
2023003611,3,40.0,1.0,1.0,3,2,1
2023003612,2,70.0,1.0,1.0,6,1,1
2023003613,3,30.0,1.0,1.0,6,1,1
2023003614,3,30.0,1.0,1.0,4,2,5
2023003615,3,30.0,1.0,5.0,3,2,1
2023003616,2,50.0,5.0,1.0,5,1,1
2023003617,3,30.0,1.0,1.0,5,1,5
2023003618,3,30.0,1.0,1.0,1,2,1
2023003619,3,20.0,1.0,1.0,5,1,1
2023003620,3,20.0,3.0,1.0,7,1,1
2023003621,3,30.0,3.0,1.0,7,1,1
2023003622,3,30.0,2.0,1.0,4,1,1
2023003623,3,60.0,1.0,1.0,5,2,1
2023003624,3,40.0,1.0,1.0,4,1,5
2023003625,3,30.0,1.0,1.0,3,1,1
2023003626,3,30.0,1.0,2.0,1,1,1
2023003627,1,,2.0,1.0,6,1,1
2023003628,3,20.0,8.0,1.0,6,2,1
2023003629,3,70.0,1.0,2.0,6,1,1
2023003630,3,70.0,,1.0,1,2,6
2023003631,3,30.0,1.0,1.0,6,2,1
2023003632,2,30.0,1.0,1.0,5,1,1
2023003633,3,30.0,1.0,2.0,7,3,6
2023003634,3,40.0,1.0,2.0,6,1,1
2023003635,2,40.0,8.0,1.0,6,2,4
2023003636,3,60.0,1.0,2.0,2,1,1
2023003637,3,50.0,9.0,1.0,7,1,1
2023003638,2,30.0,1.0,3.0,5,2,1
2023003639,3,40.0,1.0,1.0,6,1,1
2023003640,3,40.0,1.0,2.0,2,1,1
2023003641,3,30.0,1.0,1.0,5,1,5
2023003642,3,30.0,1.0,1.0,4,1,1
2023003643,3,40.0,1.0,1.0,4,1,5
2023003644,3,40.0,1.0,2.0,6,1,1
2023003645,3,40.0,9.0,2.0,6,2,5
2023003646,2,40.0,1.0,1.0,2,1,1
2023003647,3,50.0,2.0,2.0,1,1,1
2023003648,3,40.0,1.0,1.0,2,2,1
2023003649,3,30.0,1.0,2.0,3,2,6
2023003650,3,40.0,1.0,1.0,1,1,1
2023003651,3,30.0,4.0,1.0,2,2,1
2023003652,3,30.0,1.0,1.0,7,1,1
2023003653,3,20.0,1.0,1.0,7,2,1
2023003654,3,40.0,1.0,2.0,3,1,1
2023003655,2,40.0,1.0,2.0,3,1,1
2023003656,3,70.0,3.0,2.0,7,1,1
2023003657,3,30.0,1.0,1.0,6,2,4
2023003658,3,30.0,1.0,2.0,7,1,1
2023003659,3,30.0,2.0,1.0,5,3,1
2023003660,3,30.0,1.0,3.0,6,2,4
2023003661,3,50.0,1.0,1.0,2,3,1
2023003662,3,30.0,1.0,1.0,7,1,1
2023003663,2,40.0,2.0,,4,2,4
2023003664,2,40.0,9.0,3.0,7,1,1
2023003665,3,30.0,1.0,1.0,6,1,1
2023003666,3,70.0,4.0,1.0,5,1,5
2023003667,3,30.0,1.0,1.0,6,1,7
2023003668,2,30.0,,1.0,6,2,1
2023003669,2,70.0,1.0,2.0,7,3,6
2023003670,3,70.0,1.0,3.0,1,1,1
2023003671,3,30.0,1.0,1.0,7,1,1
2023003672,2,20.0,2.0,1.0,7,2,6
2023003673,3,30.0,1.0,2.0,7,1,6
2023003674,2,30.0,9.0,1.0,4,2,1
2023003675,3,70.0,1.0,1.0,3,2,1
2023003676,3,40.0,1.0,2.0,1,1,6
2023003677,3,30.0,1.0,3.0,7,2,1
2023003678,3,70.0,1.0,1.0,7,2,1
2023003679,3,30.0,4.0,1.0,5,2,7
2023003680,3,30.0,1.0,1.0,6,1,1
2023003681,3,70.0,9.0,1.0,3,2,1
2023003682,2,60.0,9.0,1.0,6,1,1
2023003683,3,60.0,1.0,1.0,3,2,1
2023003684,3,30.0,1.0,2.0,3,1,1
2023003685,3,50.0,1.0,2.0,4,1,1
2023003686,3,30.0,1.0,2.0,5,2,1
2023003687,3,40.0,1.0,1.0,5,1,4
2023003688,3,70.0,1.0,1.0,6,1,4
2023003689,2,30.0,1.0,2.0,7,1,5
2023003690,1,50.0,2.0,2.0,4,1,4
2023003691,3,30.0,1.0,2.0,5,1,1
2023003692,3,20.0,1.0,5.0,3,1,7
2023003693,3,50.0,1.0,2.0,3,1,1
2023003694,3,30.0,9.0,1.0,6,1,1
2023003695,3,40.0,1.0,1.0,3,1,4
2023003696,2,30.0,1.0,1.0,5,1,1
2023003697,3,70.0,2.0,1.0,2,1,1
2023003698,3,30.0,2.0,1.0,1,1,6
2023003699,3,30.0,4.0,2.0,2,2,1
2023003700,3,30.0,1.0,1.0,4,1,4
2023003701,3,70.0,4.0,2.0,2,2,6
2023003702,3,50.0,1.0,1.0,7,2,7
2023003703,3,50.0,5.0,1.0,6,1,1
2023003704,3,30.0,1.0,2.0,2,1,1
2023003705,3,30.0,5.0,1.0,7,1,4
2023003706,3,30.0,8.0,1.0,6,1,1
2023003707,3,40.0,1.0,1.0,4,1,1
2023003708,3,30.0,9.0,,2,2,1
2023003709,3,70.0,1.0,2.0,1,1,1
2023003710,3,50.0,1.0,3.0,5,1,1
2023003711,1,30.0,1.0,2.0,7,2,6
2023003712,3,30.0,9.0,2.0,4,2,1
2023003713,3,50.0,1.0,1.0,2,1,1
2023003714,3,30.0,1.0,1.0,3,1,1
2023003715,3,30.0,1.0,1.0,3,2,1
2023003716,3,30.0,8.0,1.0,4,1,1
2023003717,3,40.0,2.0,2.0,3,2,1
2023003718,2,50.0,1.0,1.0,1,1,7
2023003719,3,30.0,1.0,1.0,7,1,5
2023003720,3,30.0,1.0,1.0,2,1,1
2023003721,3,30.0,1.0,1.0,1,2,4
2023003722,3,50.0,1.0,2.0,1,2,1
2023003723,3,30.0,1.0,1.0,5,1,5
2023003724,3,30.0,4.0,2.0,2,1,6
2023003725,3,70.0,1.0,1.0,4,1,1
2023003726,3,70.0,1.0,4.0,3,2,1
2023003727,2,70.0,1.0,1.0,7,1,1
2023003728,2,60.0,1.0,1.0,5,2,1
2023003729,2,30.0,1.0,2.0,1,2,1
2023003730,3,30.0,1.0,1.0,3,1,1
2023003731,2,30.0,4.0,1.0,2,2,1
2023003732,3,30.0,1.0,1.0,1,1,1
2023003733,3,70.0,1.0,1.0,1,1,6
2023003734,3,50.0,2.0,2.0,2,2,1
2023003735,3,50.0,2.0,1.0,4,1,1
2023003736,3,30.0,2.0,1.0,5,2,1
2023003737,3,70.0,8.0,1.0,2,1,1
2023003738,3,60.0,2.0,1.0,3,1,1
2023003739,3,30.0,1.0,1.0,3,3,7
2023003740,3,70.0,3.0,2.0,1,2,1
2023003741,3,30.0,1.0,1.0,7,2,1
2023003742,3,30.0,1.0,5.0,6,1,1
2023003743,3,40.0,1.0,1.0,5,1,6
2023003744,2,40.0,,2.0,4,2,1
2023003745,1,30.0,1.0,3.0,4,1,5
2023003746,3,30.0,1.0,1.0,6,3,4
2023003747,3,70.0,1.0,2.0,3,1,6
2023003748,3,40.0,4.0,1.0,4,1,1
2023003749,3,50.0,5.0,1.0,7,1,1
2023003750,3,30.0,1.0,1.0,3,1,4
2023003751,3,30.0,3.0,2.0,5,2,1
2023003752,3,30.0,1.0,1.0,6,3,4
2023003753,3,30.0,5.0,1.0,1,1,1
2023003754,3,30.0,1.0,5.0,7,1,1
2023003755,3,30.0,1.0,1.0,3,2,6
2023003756,3,40.0,1.0,1.0,5,2,6
2023003757,3,30.0,1.0,5.0,6,1,1
2023003758,3,60.0,1.0,1.0,3,1,1
2023003759,3,30.0,1.0,1.0,2,1,1
2023003760,3,30.0,1.0,2.0,3,2,1
2023003761,2,20.0,1.0,1.0,5,1,1
2023003762,3,30.0,1.0,1.0,4,2,1
2023003763,3,30.0,9.0,1.0,3,1,7
2023003764,3,70.0,1.0,2.0,1,2,1
2023003765,3,50.0,1.0,1.0,5,1,5
2023003766,3,30.0,1.0,1.0,4,1,1
2023003767,3,30.0,4.0,1.0,5,1,1
2023003768,3,40.0,1.0,1.0,3,2,1
2023003769,2,50.0,4.0,2.0,2,1,1
2023003770,2,30.0,1.0,1.0,2,2,6
2023003771,3,40.0,1.0,1.0,7,2,7
2023003772,3,60.0,1.0,1.0,1,1,1
2023003773,3,50.0,1.0,,6,2,1
2023003774,3,60.0,1.0,1.0,6,2,1
2023003775,3,70.0,1.0,1.0,7,2,1
2023003776,3,70.0,1.0,1.0,1,2,1
2023003777,3,30.0,2.0,1.0,4,2,5
2023003778,3,40.0,1.0,2.0,2,1,1
2023003779,3,50.0,1.0,1.0,3,2,1
2023003780,3,40.0,1.0,1.0,7,2,7
2023003781,3,70.0,1.0,5.0,5,1,1
2023003782,3,20.0,1.0,1.0,7,1,1
2023003783,1,30.0,3.0,1.0,5,2,6
2023003784,3,30.0,2.0,2.0,2,1,1
2023003785,3,30.0,1.0,1.0,7,2,1
2023003786,2,30.0,9.0,2.0,2,1,1
2023003787,3,50.0,1.0,4.0,5,2,6
2023003788,3,30.0,1.0,1.0,4,1,1
2023003789,2,50.0,1.0,2.0,5,2,1
2023003790,3,40.0,1.0,1.0,1,1,1
2023003791,3,30.0,1.0,1.0,7,2,1
2023003792,2,30.0,1.0,1.0,3,1,5
2023003793,3,40.0,1.0,1.0,7,2,1
2023003794,3,50.0,2.0,1.0,2,1,1
2023003795,2,70.0,1.0,1.0,6,1,1
2023003796,3,70.0,3.0,2.0,7,1,7
2023003797,3,70.0,1.0,1.0,2,3,1
2023003798,2,40.0,1.0,1.0,4,2,1
2023003799,3,70.0,2.0,1.0,1,1,4
2023003800,3,60.0,1.0,1.0,7,2,5
2023003801,3,70.0,1.0,1.0,5,2,4
2023003802,3,20.0,1.0,2.0,1,1,1
2023003803,3,70.0,1.0,1.0,1,2,1
2023003804,3,30.0,1.0,1.0,4,1,1
2023003805,3,50.0,1.0,1.0,4,1,1
2023003806,3,30.0,2.0,2.0,6,2,1
2023003807,3,30.0,1.0,1.0,5,1,1
2023003808,3,30.0,1.0,1.0,6,1,1
2023003809,2,30.0,1.0,2.0,5,2,6
2023003810,2,30.0,1.0,1.0,3,2,4
2023003811,3,60.0,1.0,2.0,1,1,1
2023003812,3,20.0,1.0,2.0,5,1,1
2023003813,3,30.0,1.0,1.0,4,2,1
2023003814,3,30.0,2.0,2.0,3,2,1
2023003815,3,40.0,1.0,2.0,6,2,4
2023003816,3,30.0,5.0,1.0,3,1,5
2023003817,3,30.0,1.0,1.0,4,2,5
2023003818,3,30.0,1.0,1.0,5,1,6
2023003819,3,40.0,1.0,1.0,4,2,1
2023003820,3,30.0,,1.0,5,1,6
2023003821,3,30.0,1.0,1.0,4,2,4
2023003822,3,30.0,2.0,1.0,4,1,1
2023003823,3,70.0,4.0,2.0,2,2,7
2023003824,3,30.0,2.0,2.0,5,1,6
2023003825,3,40.0,1.0,1.0,1,1,6
2023003826,2,30.0,3.0,1.0,2,2,1
2023003827,3,30.0,2.0,1.0,2,1,1
2023003828,3,30.0,1.0,1.0,2,1,6
2023003829,3,20.0,2.0,2.0,2,1,1
2023003830,3,30.0,9.0,1.0,1,1,5
2023003831,3,30.0,1.0,1.0,2,1,4
2023003832,3,30.0,1.0,1.0,6,1,5
2023003833,3,40.0,1.0,1.0,1,2,1
2023003834,3,70.0,1.0,,6,2,1
2023003835,3,30.0,1.0,1.0,1,1,6
2023003836,3,40.0,1.0,1.0,6,1,1
2023003837,3,70.0,1.0,1.0,2,2,4
2023003838,2,60.0,1.0,1.0,3,1,5
2023003839,3,30.0,,1.0,1,1,1
2023003840,3,50.0,1.0,2.0,2,1,1
2023003841,3,30.0,5.0,1.0,7,1,4
2023003842,2,30.0,1.0,1.0,7,1,1
2023003843,3,30.0,3.0,2.0,4,2,1
2023003844,3,30.0,3.0,2.0,4,1,6
2023003845,2,30.0,1.0,1.0,5,2,1
2023003846,3,30.0,1.0,1.0,7,2,6
2023003847,3,40.0,1.0,1.0,1,2,1
2023003848,3,30.0,3.0,1.0,7,1,1
2023003849,3,30.0,3.0,1.0,1,1,1
2023003850,2,30.0,1.0,4.0,6,1,1
2023003851,3,30.0,1.0,2.0,4,1,7
2023003852,2,40.0,1.0,5.0,1,2,1
2023003853,3,70.0,1.0,1.0,7,1,1
2023003854,3,30.0,9.0,2.0,1,2,5
2023003855,3,30.0,1.0,1.0,4,2,5
2023003856,2,70.0,5.0,1.0,2,2,7
2023003857,3,30.0,3.0,2.0,6,1,1
2023003858,3,70.0,9.0,1.0,4,2,1
2023003859,3,30.0,1.0,1.0,3,3,1
2023003860,3,30.0,1.0,2.0,7,1,1
2023003861,3,30.0,1.0,1.0,7,1,1
2023003862,3,30.0,2.0,1.0,4,1,1
2023003863,3,30.0,1.0,1.0,6,1,4
2023003864,3,70.0,1.0,2.0,4,1,4
2023003865,2,50.0,2.0,,6,1,1
2023003866,3,40.0,1.0,1.0,7,1,6
2023003867,3,50.0,1.0,1.0,2,2,1
2023003868,3,30.0,1.0,2.0,4,1,6
2023003869,3,40.0,1.0,1.0,4,2,6
2023003870,2,30.0,1.0,1.0,2,1,1
2023003871,3,50.0,1.0,1.0,7,2,1
2023003872,3,30.0,4.0,1.0,4,1,1
2023003873,2,40.0,2.0,1.0,2,2,5
2023003874,3,70.0,1.0,1.0,3,1,1
2023003875,2,30.0,2.0,1.0,2,1,1
2023003876,3,30.0,1.0,2.0,1,2,1
2023003877,2,30.0,1.0,2.0,1,2,1
2023003878,3,30.0,2.0,1.0,6,1,7
2023003879,3,40.0,1.0,1.0,2,3,5
2023003880,3,70.0,1.0,1.0,4,1,1
2023003881,3,30.0,1.0,1.0,5,1,1
2023003882,3,30.0,1.0,1.0,7,2,1
2023003883,3,40.0,1.0,1.0,7,1,6
2023003884,3,30.0,4.0,1.0,5,1,1
2023003885,3,30.0,1.0,1.0,3,1,7
2023003886,3,70.0,4.0,1.0,3,1,1
2023003887,3,40.0,1.0,1.0,5,1,1
2023003888,3,20.0,1.0,1.0,5,1,4
2023003889,3,30.0,1.0,1.0,2,2,1
2023003890,3,40.0,1.0,2.0,5,1,6
2023003891,3,50.0,3.0,1.0,1,1,1
2023003892,3,60.0,1.0,1.0,3,2,7
2023003893,3,30.0,1.0,2.0,7,1,6
2023003894,3,70.0,1.0,2.0,6,1,5
2023003895,3,40.0,1.0,2.0,7,3,1
2023003896,3,40.0,1.0,1.0,3,2,1
2023003897,2,40.0,1.0,2.0,7,1,1
2023003898,3,30.0,1.0,2.0,1,2,7
2023003899,3,70.0,1.0,2.0,3,2,1
2023003900,3,30.0,9.0,1.0,5,2,1
2023003901,3,30.0,1.0,1.0,3,1,7
2023003902,3,60.0,5.0,2.0,1,1,1
2023003903,3,40.0,1.0,3.0,3,1,1
2023003904,3,60.0,1.0,2.0,6,2,1
2023003905,3,30.0,1.0,2.0,6,2,6
2023003906,3,30.0,1.0,1.0,6,2,1
2023003907,3,70.0,1.0,1.0,7,1,6
2023003908,3,20.0,1.0,2.0,6,1,1
2023003909,3,70.0,1.0,2.0,5,1,5
2023003910,3,30.0,2.0,2.0,6,2,1
2023003911,2,60.0,9.0,3.0,6,1,1
2023003912,3,30.0,4.0,1.0,2,2,5
2023003913,1,40.0,1.0,1.0,6,2,1
2023003914,3,70.0,1.0,3.0,5,1,1
2023003915,3,30.0,1.0,1.0,6,1,1
2023003916,3,50.0,1.0,2.0,3,1,1
2023003917,3,60.0,1.0,2.0,6,2,1
2023003918,3,50.0,1.0,1.0,4,1,1
2023003919,3,70.0,1.0,2.0,3,1,1
2023003920,3,30.0,2.0,1.0,7,2,1
